0.002000 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101547.753 101547.753 101547.753 101547.753 101547.753 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101556.954 101547.753 101547.753 101547.753 101547.753
0.003000 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101500.151 101500.151 101500.151 101500.151 101500.151 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101508.842 101500.151 101500.151 101500.151 101500.151
0.004000 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101474.540 101474.540 101474.540 101474.540 101474.540 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101486.989 101474.540 101474.540 101474.540 101474.540
0.005000 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101465.363 101465.363 101465.363 101465.363 101465.363 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101477.790 101465.363 101465.363 101465.363 101465.363
0.006000 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101463.388 101463.388 101463.388 101463.388 101463.388 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101474.684 101463.388 101463.388 101463.388 101463.388
0.007000 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101463.355 101463.355 101463.355 101463.355 101463.355 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101474.058 101463.355 101463.355 101463.355 101463.355
0.008000 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101463.481 101463.481 101463.481 101463.481 101463.481 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101474.194 101463.481 101463.481 101463.481 101463.481
0.009000 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101463.358 101463.358 101463.358 101463.358 101463.358 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101474.385 101463.358 101463.358 101463.358 101463.358
0.010000 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101462.959 101462.959 101462.959 101462.959 101462.959 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101474.369 101462.959 101462.959 101462.959 101462.959
0.011000 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101462.465 101462.465 101462.465 101462.465 101462.465 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101474.190 101462.465 101462.465 101462.465 101462.465
0.012000 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101461.873 101461.873 101461.873 101461.873 101461.873 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101473.901 101461.873 101461.873 101461.873 101461.873
0.013000 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101461.156 101461.156 101461.156 101461.156 101461.156 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101473.569 101461.156 101461.156 101461.156 101461.156
0.014000 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101460.509 101460.509 101460.509 101460.509 101460.509 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101473.299 101460.509 101460.509 101460.509 101460.509
0.015000 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101460.006 101460.006 101460.006 101460.006 101460.006 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101473.184 101460.006 101460.006 101460.006 101460.006
0.016000 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101459.671 101459.671 101459.671 101459.671 101459.671 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101473.263 101459.671 101459.671 101459.671 101459.671
0.017000 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101459.490 101459.490 101459.490 101459.490 101459.490 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101473.504 101459.490 101459.490 101459.490 101459.490
