0.001000 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101375.268 101375.268 101375.268 101375.268 101375.268 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101429.485 101375.268 101375.268 101375.268 101375.268
0.002000 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101416.001 101416.001 101416.001 101416.001 101416.001 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101445.070 101416.001 101416.001 101416.001 101416.001
0.003000 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101434.562 101434.562 101434.562 101434.562 101434.562 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101455.464 101434.562 101434.562 101434.562 101434.562
0.004000 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101440.352 101440.352 101440.352 101440.352 101440.352 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101460.697 101440.352 101440.352 101440.352 101440.352
0.005000 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101441.095 101441.095 101441.095 101441.095 101441.095 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101462.868 101441.095 101441.095 101441.095 101441.095
0.006000 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101440.507 101440.507 101440.507 101440.507 101440.507 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101463.745 101440.507 101440.507 101440.507 101440.507
0.007000 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101439.776 101439.776 101439.776 101439.776 101439.776 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101464.194 101439.776 101439.776 101439.776 101439.776
0.008000 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101439.050 101439.050 101439.050 101439.050 101439.050 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101464.498 101439.050 101439.050 101439.050 101439.050
0.009000 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101438.255 101438.255 101438.255 101438.255 101438.255 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101464.711 101438.255 101438.255 101438.255 101438.255
0.010000 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101437.348 101437.348 101437.348 101437.348 101437.348 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101464.844 101437.348 101437.348 101437.348 101437.348
