80	42.5	5
79.95	42.5	5
79.9	42.5	5
79.85	42.5	5
79.8	42.5	5
79.75	42.5	5
79.75	43	5
79.75	43.5	5
79.75	44	5
79.75	44.5	5
79.75	45	5
79.75	45.5	5
79.75	46	5
79.75	46.5	5
79.75	47	5
79.75	47.5	5
80.05	42.5	5
80.1	42.5	5
80.15	42.5	5
80.2	42.5	5
80.25	42.5	5
80.25	43	5
80.25	43.5	5
80.25	44	5
80.25	44.5	5
80.25	45	5
80.25	45.5	5
80.25	46	5
80.25	46.5	5
80.25	47	5
80.25	47.5	5
