        0.001000      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101495.491      101495.491      101495.491      101495.491      101495.491      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101548.999      101495.491      101495.491      101495.491      101495.491
        0.002000      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101467.078      101467.078      101467.078      101467.078      101467.078      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101498.108      101467.078      101467.078      101467.078      101467.078
        0.003000      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101450.266      101450.266      101450.266      101450.266      101450.266      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101475.729      101450.266      101450.266      101450.266      101450.266
        0.004000      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101442.957      101442.957      101442.957      101442.957      101442.957      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101466.614      101442.957      101442.957      101442.957      101442.957
        0.005000      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101440.239      101440.239      101440.239      101440.239      101440.239      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101463.502      101440.239      101440.239      101440.239      101440.239
        0.006000      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101439.099      101439.099      101439.099      101439.099      101439.099      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101462.800      101439.099      101439.099      101439.099      101439.099
        0.007000      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101438.332      101438.332      101438.332      101438.332      101438.332      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101462.898      101438.332      101438.332      101438.332      101438.332
        0.008000      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101437.584      101437.584      101437.584      101437.584      101437.584      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101463.161      101437.584      101437.584      101437.584      101437.584
        0.009000      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101436.778      101436.778      101436.778      101436.778      101436.778      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101463.383      101436.778      101436.778      101436.778      101436.778
        0.010000      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101435.903      101435.903      101435.903      101435.903      101435.903      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101463.537      101435.903      101435.903      101435.903      101435.903
        0.011000      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101434.971      101434.971      101434.971      101434.971      101434.971      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101463.643      101434.971      101434.971      101434.971      101434.971
        0.012000      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101434.007      101434.007      101434.007      101434.007      101434.007      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101463.735      101434.007      101434.007      101434.007      101434.007
        0.013000      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101433.023      101433.023      101433.023      101433.023      101433.023      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101463.849      101433.023      101433.023      101433.023      101433.023
        0.014000      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101432.034      101432.034      101432.034      101432.034      101432.034      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101464.003      101432.034      101432.034      101432.034      101432.034
        0.015000      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101431.053      101431.053      101431.053      101431.053      101431.053      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101464.203      101431.053      101431.053      101431.053      101431.053
        0.016000      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101430.085      101430.085      101430.085      101430.085      101430.085      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101464.451      101430.085      101430.085      101430.085      101430.085
        0.017000      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101429.140      101429.140      101429.140      101429.140      101429.140      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101464.752      101429.140      101429.140      101429.140      101429.140
